Top 10,,,,,,,,,
Fall 2002  Feeder Patterns Texas A&M University Campus,,,,,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,7006,,,15.6%,,,,
Brazos,,2701,,,6.0%,,,,
Dallas,,2451,,,5.4%,,,,
Tarrant,,2269,,,5.0%,,,,
Bexar,,2138,,,4.7%,,,,
Fort Bend,,1318,,,2.9%,,,,
Montgomery,,1232,,,2.7%,,,,
Collin,,1087,,,2.4%,,,,
Travis,,1049,,,2.3%,,,,
Denton,,786,,,1.7%,,,,
State,Students  % Total,,,,,,,,
Texas,38922,,,86.4%,,,,,
Louisiana,340,,,0.8%,,,,,
California,210,,,0.5%,,,,,
New Mexico,111,,,0.2%,,,,,
Oklahoma,104,,,0.2%,,,,,
Arkansas,102,,,0.2%,,,,,
Illinois,95,,,0.2%,,,,,
Colorado,85,,,0.2%,,,,,
Florida,81,,,0.2%,,,,,
New York,78,,,0.2%,,,,,
Country,,,Students  % Total,,,,,,
United States,,,41360,,,,91.8%,,
India,,,823,,,,1.8%,,
"China, People's Rep of",,,698,,,,1.5%,,
"Korea, Republic of",,,614,,,,1.4%,,
Mexico,,,131,,,,0.3%,,
Taiwan,,,101,,,,0.2%,,
Turkey,,,101,,,,0.2%,,
Indonesia,,,86,,,,0.2%,,
Colombia,,,56,,,,0.1%,,
Venezuela,,,55,,,,0.1%,,
