Top 10,,,,,,,,,
Fall 2006  Feeder Patterns Texas A&M University Campus,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,41780,,,,92.1%,,
India,,,876,,,,1.9%,,
"China, People's Rep of",,,627,,,,1.4%,,
"Korea, Republic of",,,522,,,,1.2%,,
Taiwan,,,172,,,,0.4%,,
Mexico,,,117,,,,0.3%,,
Turkey,,,88,,,,0.2%,,
Indonesia,,,59,,,,0.1%,,
Colombia,,,56,,,,0.1%,,
Nigeria,,,56,,,,0.1%,,
State,Students  % Total,,,,,,,,
Texas,39284,,,86.6%,,,,,
Louisiana,235,,,0.5%,,,,,
California,207,,,0.5%,,,,,
Florida,119,,,0.3%,,,,,
Oklahoma,112,,,0.2%,,,,,
Illinois,104,,,0.2%,,,,,
New Mexico,99,,,0.2%,,,,,
Virginia,99,,,0.2%,,,,,
Pennsylvania,86,,,0.2%,,,,,
Colorado,80,,,0.2%,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,7043,,,15.5%,,,,
Brazos,,2830,,,6.2%,,,,
Dallas,,2391,,,5.3%,,,,
Tarrant,,2223,,,4.9%,,,,
Bexar,,2145,,,4.7%,,,,
Fort Bend,,1678,,,3.7%,,,,
Travis,,1249,,,2.8%,,,,
Montgomery,,1215,,,2.7%,,,,
Collin,,1119,,,2.5%,,,,
Denton,,849,,,1.9%,,,,
