Top 10,,,,,,,,,
Fall 2012  Feeder Patterns,,,,,,,,,
Texas A&M University (College Station Campus),,,,,,,,,
Country,,,Students   % Total,,,,,,
United States,,,45773,,,,91.1%,,
"China, People's Rep of",,,1409,,,,2.8%,,
India,,,775,,,,1.5%,,
"Korea, Republic of",,,483,,,,1.0%,,
Taiwan,,,202,,,,0.4%,,
Iran,,,167,,,,0.3%,,
Mexico,,,109,,,,0.2%,,
Turkey,,,102,,,,0.2%,,
Saudi Arabia,,,63,,,,0.1%,,
Colombia,,,59,,,,0.1%,,
Texas County     Students   % Total,,,,,,,,,
Harris,,8448,,,16.8%,,,,
Bexar,,2636,,,5.2%,,,,
Tarrant,,2576,,,5.1%,,,,
Brazos,,2494,,,5.0%,,,,
Dallas,,2459,,,4.9%,,,,
Fort Bend,,2202,,,4.4%,,,,
Collin,,1725,,,3.4%,,,,
Travis,,1649,,,3.3%,,,,
Montgomery,,1583,,,3.2%,,,,
Williamson,,1158,,,2.3%,,,,
State,Students   % Total,,,,,,,,
Texas,43135,,,85.9%,,,,,
California,343,,,0.7%,,,,,
Louisiana,142,,,0.3%,,,,,
Illinois,130,,,0.3%,,,,,
Florida,116,,,0.2%,,,,,
Colorado,107,,,0.2%,,,,,
Virginia,89,,,0.2%,,,,,
Missouri,85,,,0.2%,,,,,
Pennsylvania,84,,,0.2%,,,,,
Georgia,80,,,0.2%,,,,,
Page 135,,,,,,,,,
