"Fall 2003
Agriculture       WFSC WISC
Subtotal
Architecture      ARCH
COMG COSC COSL ENDL ENDS LAND LANL LDEV URPL URSC VIZA
Subtotal
Business            ACCT
Admin               AGBU BUAD BUAG FINC INFO MGMT MISY MKTG MLER
Subtotal",Undergraduate,,Masters,,PhD,,Professional,,Total,,
,"#
410
5,427
321
281
285
257
47
87
1,278
598
5
1,967
13
530
257
360
658
4,388","% chg
1.5%
1.5%
7.4%
-4.1%
-5.6%
-18.2%
-23.0%
14.5%
-5.0%
1.9%
-61.5%
-1.0%
100.0%
-0.2%
-36.2%
-6.5%
-10.7%
-5.5%","#
84
9
700
158
83
28
27
35
0
77
408
144
261
120
0
38
119
53
55
790","% chg
-10.6%
28.6%
4.2%
8.2%
16.9%
12.0%
50.0%
29.6%
-100.0%
10.0%
14.0%
13.4%
-13.3%
-13.0%
-100.0%
-9.5%
16.7%
-11.7%
22.2%
-3.2%","#
63
4
558
56
0
41
97
17
10
12
25
13
77","% chg
6.8%
100.0%
5.9%
7.7%
-100.0%
10.8%
7.8%
6.3%
25.0%
0.0%
8.7%
18.2%
10.0%",#,% chg,"#
557
13
6,685
214
83
321
281
285
257
75
87
27
35
41
77
1,783
759
5
2,228
13
660
269
423
119
724
55
5,255","% chg
0.0%
44.4%
2.2%
8.1%
16.9%
7.4%
-4.1%
-5.6%
-18.2%
-13.8%
14.5%
50.0%
29.6%
7.9%
10.0%
-0.6%
4.0%
-61.5%
-2.6%
100.0%
-2.5%
-35.3%
-6.0%
16.7%
-10.4%
22.2%
-5.0%",
"Prepared by OISP, 08 Mar 04",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
