Fall 2003,,Undergraduate,,,,,Masters,,,,PhD,,,Professional,,Total,
,,1st Time in College,1st Time PB,1st Time Transfer,Readmitted,Continuing,1st Time PB,1st Time Graduate,Readmitted,Continuing,1st Time Graduate,Readmitted,Continuing,1st Time Professional,Continuing,,
"Other - Special        BIOT Populations             ENSM
MARM MDSC MSEN PHLT REEP",,,,,,27,"5
18
23",10,,"3
1
4
8
12",,,2,,,"13
1
4
13
2
30
50",
University,Subtotal Total,"6,726",16,"1,708",476,"27
27,140","46
298","10
1,861",17,"28
2,838",366,9,"2
2,854",134,370,"113
44,813",
"Prepared by OISP, 08 Mar 04",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
