Top 10,,,,,,,,,
Fall 2001  Feeder Patterns First Time In College,,,,,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,,1158,,17.1%,,,,
Dallas,,,453,,6.7%,,,,
Tarrant,,,391,,5.8%,,,,
Bexar,,,355,,5.3%,,,,
Fort Bend,,,214,,3.2%,,,,
Brazos,,,209,,3.1%,,,,
Montgomery,,,178,,2.6%,,,,
Travis,,,171,,2.5%,,,,
Collin,,,166,,2.5%,,,,
Denton,,,150,,2.2%,,,,
State,Students  % Total,,,,,,,,
Texas,6445,,,95.3%,,,,,
Louisiana,62,,,0.9%,,,,,
New Mexico,23,,,0.3%,,,,,
Oklahoma,20,,,0.3%,,,,,
California,13,,,0.1%,,,,,
Arkansas,13,,,0.0%,,,,,
Tennessee,12,,,0.0%,,,,,
Illinois,10,,,0.0%,,,,,
Colorado,10,,,0.0%,,,,,
Kansas,8,,,0.0%,,,,,
Country,,Students  % Total,,,,,,,
United States,,6707,,,,99.2%,,,
India,,9,,,,0.1%,,,
Panama,,4,,,,0.1%,,,
Mexico,,4,,,,0.0%,,,
Costa Rica,,3,,,,0.0%,,,
Colombia,,3,,,,0.0%,,,
Honduras,,3,,,,0.0%,,,
Turkey,,3,,,,0.0%,,,
"Korea, Republic of",,2,,,,0.0%,,,
Indonesia,,2,,,,0.0%,,,
