Top 10,,,,,,,,,
Fall 2001  Feeder Patterns Undergraduate Transfer,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,1808,,,,97.0%,,
Indonesia,,,9,,,,0.5%,,
India,,,6,,,,0.3%,,
"Korea, Republic of",,,5,,,,0.3%,,
"China, People's Rep of",,,3,,,,0.2%,,
Guatemala,,,3,,,,0.2%,,
Mexico,,,3,,,,0.2%,,
Russia,,,2,,,,0.1%,,
Colombia,,,2,,,,0.1%,,
United Kingdom,,,2,,,,0.0%,,
Texas County   Students  % Total,,,,,,,,,
Harris,,305,,,16.4%,,,,
Brazos,,172,,,9.2%,,,,
Dallas,,77,,,4.1%,,,,
Bexar,,73,,,3.9%,,,,
Tarrant,,72,,,3.9%,,,,
Fort Bend,,61,,,3.3%,,,,
Montgomery,,58,,,3.1%,,,,
Collin,,52,,,2.8%,,,,
Brazoria,,45,,,2.4%,,,,
Williamson,,40,,,2.1%,,,,
State,Students  % Total,,,,,,,,
Texas,1756,,,94.3%,,,,,
California,9,,,0.5%,,,,,
Illinois,5,,,0.3%,,,,,
Louisiana,3,,,0.2%,,,,,
Missouri,3,,,0.2%,,,,,
New Mexico,3,,,0.2%,,,,,
Oklahoma,3,,,0.2%,,,,,
Alabama,2,,,0.1%,,,,,
Alaska,2,,,0.1%,,,,,
Arkansas,2,,,0.1%,,,,,
