Top 10,,,,,,,,,
Fall 2001  Feeder Patterns Main Campus,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,41115,,,,92.1%,,
India,,,725,,,,1.6%,,
"Korea, Republic of",,,607,,,,1.4%,,
"China, People's Rep of",,,594,,,,1.3%,,
Mexico,,,153,,,,0.3%,,
Indonesia,,,97,,,,0.2%,,
Taiwan,,,94,,,,0.2%,,
Turkey,,,86,,,,0.2%,,
Thailand,,,64,,,,0.1%,,
Venezuela,,,62,,,,0.1%,,
Texas County   Students  % Total,,,,,,,,,
Harris,,7060,,,15.8%,,,,
Brazos,,2575,,,5.8%,,,,
Dallas,,2543,,,5.7%,,,,
Tarrant,,2270,,,5.1%,,,,
Bexar,,2154,,,4.8%,,,,
Fort Bend,,1211,,,2.7%,,,,
Montgomery,,1154,,,2.6%,,,,
Collin,,1077,,,2.4%,,,,
Travis,,1053,,,2.4%,,,,
Denton,,736,,,1.6%,,,,
State,Students  % Total,,,,,,,,
Texas,38578,,,86.5%,,,,,
Louisiana,383,,,0.9%,,,,,
California,227,,,0.5%,,,,,
New Mexico,113,,,0.3%,,,,,
Oklahoma,111,,,0.2%,,,,,
Arkansas,103,,,0.2%,,,,,
Florida,98,,,0.2%,,,,,
Illinois,95,,,0.2%,,,,,
New York,82,,,0.2%,,,,,
Missouri,76,,,0.2%,,,,,
