Top 10,,,,,,,,,
Fall 2008  Feeder Patterns First Time In College,,,,,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,1478,,,18.3%,,,,
Dallas,,506,,,6.3%,,,,
Tarrant,,502,,,6.2%,,,,
Bexar,,450,,,5.6%,,,,
Fort Bend,,359,,,4.4%,,,,
Montgomery,,277,,,3.4%,,,,
Travis,,277,,,3.4%,,,,
Collin,,268,,,3.3%,,,,
Brazos,,209,,,2.6%,,,,
Williamson,,186,,,2.3%,,,,
State,Students  % Total,,,,,,,,
Texas,7724,,,95.4%,,,,,
Louisiana,26,,,0.3%,,,,,
Colorado,22,,,0.3%,,,,,
Oklahoma,20,,,0.2%,,,,,
California,17,,,0.2%,,,,,
Florida,15,,,0.2%,,,,,
Missouri,11,,,0.1%,,,,,
Georgia,10,,,0.1%,,,,,
New Mexico,10,,,0.1%,,,,,
Virginia,9,,,0.1%,,,,,
Country            Students  % Total,,,,,,,,,
United States,,,8003,,,98.9%,,,
India,,,19,,,0.2%,,,
Saudi Arabia,,,11,,,0.1%,,,
Canada,,,7,,,0.1%,,,
United Arab Emirate,,,5,,,0.1%,,,
"China, People's Rep",,,4,,,0.0%,,,
Honduras,,,3,,,0.0%,,,
"Korea, Republic of",,,3,,,0.0%,,,
Mexico,,,3,,,0.0%,,,
Pakistan,,,3,,,0.0%,,,
