Top 10,,,,,,,,,
Fall 2011  Feeder Patterns Undergraduate Transfer,,,,,,,,,
Country                 Students  % Total,,,,,,,,,
United States,,,1660,,,,93.6%,,
"China, People's Rep of",,,15,,,,0.8%,,
"Korea, Republic of",,,12,,,,0.7%,,
Nepal,,,8,,,,0.5%,,
Viet Nam Socialist Repu,,,7,,,,0.4%,,
Indonesia,,,6,,,,0.3%,,
Saudi Arabia,,,6,,,,0.3%,,
Bolivia,,,5,,,,0.3%,,
Mexico,,,5,,,,0.2%,,
India,,,4,,,,0.0%,,
Texas County   Students  % Total,,,,,,,,,
Harris,,313,,,17.6%,,,,
Brazos,,174,,,9.8%,,,,
Montgomery,,89,,,5.0%,,,,
Fort Bend,,82,,,4.6%,,,,
Bexar,,78,,,4.4%,,,,
Dallas,,76,,,4.3%,,,,
Collin,,74,,,4.2%,,,,
Tarrant,,72,,,4.1%,,,,
Travis,,48,,,2.7%,,,,
Denton,,43,,,2.4%,,,,
State,Students  % Total,,,,,,,,
Texas,1611,,,90.8%,,,,,
California,18,,,1.0%,,,,,
Virginia,3,,,0.2%,,,,,
Arkansas,3,,,0.2%,,,,,
Florida,3,,,0.2%,,,,,
Pennsylvania,2,,,0.1%,,,,,
Louisiana,2,,,0.1%,,,,,
New Mexico,2,,,0.1%,,,,,
Utah,2,,,0.1%,,,,,
Oregon,2,,,0.1%,,,,,
Page 180,,,,,,,,,
