Fall 2004,,Undergraduate,,,,,Masters,,,,PhD,,,Professional,,Total,
,,1st Time in College,1st Time PB,1st Time Transfer,Readmitted,Continuing,1st Time PB,1st Time Graduate,Readmitted,Continuing,1st Time Graduate,Readmitted,Continuing,1st Time Professional,Continuing,,
"Other - Special        BIOT Populations             MARM
MDSC MSEN PHLT REEP",,,,,,41,"7
14
14",7,1,"6
1
3
5
12",2,,7,,,"14
1
10
14
26
55",
University,Subtotal Total,"7,068",14,"1,526",465,"41
26,659","35
237","7
1,786","1
19","27
2,847","2
364",11,"7
2,928",133,378,"120
44,435",
"Prepared by OISP, 06 Dec 04",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
