Top 10,,,,,,,,,
Fall 2004  Feeder Patterns Undergraduate Transfer,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,1470,,,,96.3%,,
Indonesia,,,7,,,,0.5%,,
India,,,7,,,,0.5%,,
"Korea, Republic of",,,7,,,,0.5%,,
Pakistan,,,4,,,,0.3%,,
Canada,,,3,,,,0.2%,,
Nigeria,,,3,,,,0.2%,,
"China, People's Rep of",,,2,,,,0.1%,,
Bangladesh,,,2,,,,0.1%,,
Argentina,,,2,,,,0.0%,,
State,Students  % Total,,,,,,,,
Texas,1427,,,93.5%,,,,,
Florida,4,,,0.3%,,,,,
Oklahoma,3,,,0.2%,,,,,
Ohio,3,,,0.2%,,,,,
California,2,,,0.1%,,,,,
New York,2,,,0.1%,,,,,
New Mexico,2,,,0.1%,,,,,
Colorado,2,,,0.1%,,,,,
Minnesota,2,,,0.1%,,,,,
Alabama,2,,,0.1%,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,259,,,17.0%,,,,
Brazos,,145,,,9.5%,,,,
Dallas,,72,,,4.7%,,,,
Tarrant,,65,,,4.3%,,,,
Montgomery,,64,,,4.2%,,,,
Fort Bend,,62,,,4.1%,,,,
Bexar,,61,,,4.0%,,,,
Collin,,47,,,3.1%,,,,
Williamson,,27,,,1.8%,,,,
Travis,,26,,,1.7%,,,,
