Top 10,,,,,,,,,
Fall 2004  Feeder Patterns Texas A&M University Campus,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,40718,,,,91.6%,,
India,,,833,,,,1.9%,,
"China, People's Rep of",,,686,,,,1.5%,,
"Korea, Republic of",,,605,,,,1.4%,,
Taiwan,,,133,,,,0.3%,,
Mexico,,,132,,,,0.3%,,
Turkey,,,92,,,,0.2%,,
Indonesia,,,77,,,,0.2%,,
Colombia,,,64,,,,0.1%,,
Canada,,,60,,,,0.1%,,
State,Students  % Total,,,,,,,,
Texas,38369,,,86.3%,,,,,
Louisiana,271,,,0.6%,,,,,
California,190,,,0.4%,,,,,
Oklahoma,106,,,0.2%,,,,,
New Mexico,104,,,0.2%,,,,,
Illinois,97,,,0.2%,,,,,
Florida,97,,,0.2%,,,,,
Arkansas,81,,,0.2%,,,,,
Colorado,78,,,0.2%,,,,,
Missouri,77,,,0.2%,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,6900,,,15.5%,,,,
Brazos,,2760,,,6.2%,,,,
Dallas,,2304,,,5.2%,,,,
Tarrant,,2165,,,4.9%,,,,
Bexar,,2076,,,4.7%,,,,
Fort Bend,,1380,,,3.1%,,,,
Montgomery,,1142,,,2.6%,,,,
Travis,,1094,,,2.5%,,,,
Collin,,976,,,2.2%,,,,
Denton,,781,,,1.8%,,,,
