Top 10,,,,,,,,,
Fall 2000  Feeder Patterns Main Campus,,,,,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,7026,,,16.0%,,,,
Dallas,,2482,,,5.6%,,,,
Brazos,,2469,,,5.6%,,,,
Tarrant,,2231,,,5.1%,,,,
Bexar,,2220,,,5.0%,,,,
Fort Bend,,1150,,,2.6%,,,,
Montgomery,,1104,,,2.5%,,,,
Collin,,1079,,,2.4%,,,,
Travis,,1060,,,2.4%,,,,
Denton,,684,,,1.6%,,,,
State,Students  % Total,,,,,,,,
Texas,37919,,,86.1%,,,,,
Louisiana,438,,,1.0%,,,,,
California,267,,,0.6%,,,,,
New Mexico,123,,,0.3%,,,,,
Oklahoma,120,,,0.3%,,,,,
Florida,113,,,0.3%,,,,,
Illinois,110,,,0.2%,,,,,
Arkansas,108,,,0.2%,,,,,
New York,85,,,0.2%,,,,,
Ohio,84,,,0.2%,,,,,
Country,,,Students  % Total,,,,,,
United States,,,40661,,,,92.3%,,
India,,,634,,,,1.4%,,
"China, People's Rep of",,,557,,,,1.3%,,
"Korea, Republic of",,,555,,,,1.3%,,
Mexico,,,137,,,,0.3%,,
Taiwan,,,107,,,,0.2%,,
Indonesia,,,91,,,,0.2%,,
Turkey,,,86,,,,0.2%,,
Thailand,,,62,,,,0.1%,,
Bangladesh,,,51,,,,0.1%,,
